"nct_id","phase_token","status_token","failure_token","failure_confidence","intervention_type","endpoint_category","endpoint_miss","sponsor_type","enrollment_ratio","duration_months","condition_token","why_stopped_raw","primary_endpoint_raw"
"NCT06567002","PHASE1","TERMINATED","BUSINESS","0.6","DRUG","BIOMARKER","False","INDUSTRY",,"2.2","healthy","Business Reasons","Area Under the Plasma Concentration-Time Curve from Time 0 to Last Quantifiable Concentration (AUC0-last) of MK-6552 in a Fasted State"
"NCT03118037","NA","TERMINATED","REGULATORY","0.6","DEVICE","OTHER","False","INDUSTRY",,"88.9","uterine fibroid","Termination due to continued lack of patient compliance","Incidence of Pregnancy and Pregnancy Outcomes"
"NCT03731637","NA","TERMINATED","ENROLLMENT","0.8","OTHER","OTHER","False","OTHER",,"77.5","diabetes","Low recruitment rate and low event rate (pancreatic cancer).","Incidence of pancreatic ductal adenocarcinoma in new-onset hyperglycemia and diabetes"
"NCT03318172","NA","TERMINATED","UNKNOWN","0","DEVICE","OTHER","False","OTHER",,"8.9","pain, intractable","difficulty in recruting of patients","Percentage of high density SCS mode selected by participants"
"NCT02727777","PHASE1","TERMINATED","ENROLLMENT","0.6","DRUG","OTHER","False","OTHER",,"16.3","lymphoma","Poor Accrual","Response Assessment (RA)"
"NCT02288377","PHASE2","TERMINATED","ENROLLMENT","0.8","DRUG","SURVIVAL","False","OTHER",,"60","metastatic/locally advanced, non-resectable, duodeno-pancreatic neuroendocrine tumours","Because of slow recruitment","Proportion of Patients Alive and Progression-free at 6 Months"
"NCT04994977","PHASE1","TERMINATED","ENROLLMENT","0.8","DRUG","SAFETY","False","OTHER",,"30.9","atypical choroid plexus papilloma","Study terminated due to low accrual","Safety of Intra-arterial Chemotherapy in Subjects With ACPP and CPC, Measured by the Number of Serious Adverse Events That Are Reported as at Least Possible Related to the Intervention That Occur in Subjects on the Trial"
"NCT04229901","PHASE2","TERMINATED","BUSINESS","0.6","DRUG","SURVIVAL","False","INDUSTRY",,"51.6","acute on chronic liver failure","Sponsor decision","Survival"
"NCT03835728","PHASE2","TERMINATED","ENROLLMENT","0.6","DRUG","OTHER","False","OTHER",,"20.3","autoimmune encephalitis","Failed to meet target enrollment and study was discontinued","Number of Participants Who Had Clinical Worsening"
"NCT04120467","NA","TERMINATED","ENROLLMENT","0.6","OTHER","OTHER","False","OTHER",,"25.1","stroke","Difficulty of recruitment following COVID-19. Decision to stop the study of the rehabilitation center.","Change from Baseline cognitive-motor functions in both groups (dance vs. control): cognitive recovery"
"NCT04502836","NA","TERMINATED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,"40","precocious puberty","internal reasons","Anxiety Questionnaire"
"NCT02845336","PHASE2","TERMINATED","ENROLLMENT","0.8","DRUG","OTHER","False","OTHER",,"27.8","thyroid eye disease","Poor enrollment","Thyroid Eye Disease Clinical Activity Score"
"NCT01763736","NA","TERMINATED","ENROLLMENT","0.8","OTHER","OTHER","False","OTHER",,"24","stress","slow enrollment","Response on ICU Stressful Experiences Questionnaire"
"NCT02576444","PHASE2","TERMINATED","EXTERNAL","0.6","DRUG","RESPONSE_RATE","False","OTHER",,"48.6","cancer","The study was paused during COVID and without the ability to initiate the 4th arm in the study, the decision was to terminate the study in 2022.","Overall Response Rate"
"NCT02003872","NA","TERMINATED","ENROLLMENT","0.6","DEVICE","OTHER","False","OTHER_GOV",,"10","obesity","Stopeed due to lack of recruitment","Excess weight loss"
"NCT01838057","NA","TERMINATED","ENROLLMENT","0.8","DEVICE","OTHER","False","INDUSTRY",,"13","low back pain","The study was terminated on 02-Jun-2014 due to slow enrollment. The study was not terminated for reasons of either safety or efficacy.","Roland Morris Disability Questionnaire: Change from baseline to month 3 in the Roland Morris Disability Questionnaire (RMDQ) total score in the painPRIMER cohort vs control cohort"
"NCT00159575","PHASE4","TERMINATED","ENROLLMENT","0.6","DRUG","OTHER","False","OTHER",,"61","polycystic ovary syndrome","Slow patient recruitment and expiry of study medication(aug2009)","To investigate whether four months of Metformin treatment before IVF (in-vitro-fertilisation) or ICSI (intra-cytoplasmic sperm injection) will increase clinical pregnancy rate in normal weight PCOS-women"
"NCT04971681","NA","TERMINATED","ENROLLMENT","0.8","DEVICE","OTHER","False","OTHER",,"7.8","alcohol use disorder","Enrollment paused when our alcohol supplier recalled and suspended manufacture of the product. When production resumed, there was not enough time remaining to successfully resume recruitment. We will examine the outcomes with the existing sample.","T80"
"NCT04079881","PHASE1","TERMINATED","BUSINESS","0.8","DRUG","OTHER","False","OTHER",,"4.6","type 1 diabetes","Loss of funding","AUC Postprandial Glucagon"
"NCT00557219","PHASE3","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","OTHER",,"84","acute renal failure","Main cooperator finished cooperation","cystatin C and NGAL in serum"
"NCT01203930","PHASE2","TERMINATED","UNKNOWN","0","DRUG","RESPONSE_RATE","False","INDUSTRY",,"68","chronic lymphocytic leukemia (cll)",,"Overall Response Rate (ORR)"
"NCT06611930","PHASE2","TERMINATED","ENROLLMENT","0.6","DRUG","OTHER","False","INDUSTRY",,"13.5","type 2 diabetes mellitus (t2dm)","The study was terminated after the recruitment had been completed due to a decision to discontinue development of CK-0045","Change from baseline in Area under the plasma glucose (PG) curve after a MMTT (AUCPG(0-4h))"
"NCT00126230","PHASE2","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","OTHER",,,"prostate cancer",,"Time to progression"
"NCT00372528","PHASE3","TERMINATED","EFFICACY","0.8","DRUG","SAFETY","False","INDUSTRY",,"55","epilepsy","This study was terminated on April 8, 2011 as Pfizer Canada could no longer supply study drug. No efficacy or safety concerns factored into this decision.","Number of Participants With Treatment-Emergent Adverse Events (AEs) or Serious Adverse Events (SAEs)"
"NCT05070728","PHASE3","TERMINATED","REGULATORY","0.6","DRUG","OTHER","False","INDUSTRY",,"17.9","uveitis","No longer pursuing indication","Percentage of Subjects With Recurrence of Uveitis in the Study Eye at Week 24"
"NCT00069992","PHASE2","TERMINATED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,"64","chronic myeloproliferative disorders","Closed due to competing protocols","Day 100 Non-relapse mortality,"
"NCT04131192","PHASE1","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","INDUSTRY",,"21.9","pancreatic cancer","Combined with the analysis of the existing data of the trial, there was no obvious advantage compared with the clinical standard treatments, and the clinical trial was decided to be terminated based on the benefit of the subjects.","Rate of dose limiting toxicities of each subject"
"NCT00467636","NA","TERMINATED","ENROLLMENT","0.6","PROCEDURE","OTHER","False","OTHER",,"22","chronic obstructive pulmonary disease","Difficulty recruiting (early discharge scheme initiated)","Rate of re-admission to hospital within 90 days."
"NCT03632954","NA","TERMINATED","BUSINESS","0.6","DEVICE","OTHER","False","INDUSTRY",,"13.5","wounds","Sponsor Decision","Number of Participants With Completely Healed Wounds"
"NCT00556166","PHASE4","TERMINATED","EXTERNAL","0.6","DEVICE","OTHER","False","OTHER",,"47","gastroparesis","Principal investigator left institution.","Number of Episodes of Nausea and Vomiting"
"NCT00621556","PHASE1","TERMINATED","ENROLLMENT","0.6","DRUG","OTHER","False","OTHER",,"10","intraductal papillary mucinous neoplasms","Poor patient enrollment due to logistical issues","MR & MRCP - Images will be evaluated for quality, main and branch duct visualization, ductal diameter and improved visualization of structural abnormalities with and without use of RG1068."
"NCT00886951","PHASE1","TERMINATED","UNKNOWN","0","DRUG","BIOMARKER","False","OTHER",,"0","alzheimer's disease","There seemed to be no uptake of the ligand in the areas of the brain expected for subjects with amyloid.","To determine the reliability of MNI 388/390 as a potential imaging biomarker for amyloid imaging in the brain"
"NCT02494102","PHASE4","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","OTHER",,"26","obstructive sleep apnea",,"Length of Time From Extubation to Discharge From Postanesthesia Recovery Unit"
"NCT02753972","NA","TERMINATED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,"14","obesity","This research was completed before January 18, 2017, and does not meet the ACT requirement to register and report results per the guidance provided in ""Clinical Trials Registration and Results Information Submission"" dated 09/21/2016.","Decreases in body mass index"
"NCT00927212","PHASE2","TERMINATED","BUSINESS","0.6","DRUG","OTHER","False","INDUSTRY",,"15","atopic dermatitis","The trial started and halted due sponsor's considerations.","Modified SCORAD index"
"NCT05325112","NA","TERMINATED","BUSINESS","0.6","OTHER","OTHER","False","INDUSTRY",,"4","coronary artery disease","Sponsor decision to terminate the study","Reclassification rate between the coronary management plan based on the review of the CCTA alone compared to the coronary management plan based on the review of the CCTA and the FFR-CT analysis."
"NCT01409681","NA","TERMINATED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,"31","non-small cell lung cancer","PI decided to terminate the study","Time to lung cancer related death"
"NCT01815281","NA","TERMINATED","UNKNOWN","0","DEVICE","OTHER","False","OTHER",,"21","idiopathic parkinson's disease",,"Timed Up and Go."
"NCT03146819","NA","TERMINATED","UNKNOWN","0","DEVICE","OTHER","False","INDUSTRY",,"5.5","osteoarthritis, knee","Unable to identify sufficient number of patients to enroll","Functional testing differences"
"NCT01439828","PHASE2","TERMINATED","ENROLLMENT","0.6","DRUG","OTHER","False","OTHER",,"36","cannabis dependence","lack of recruitment","Success rate of withdrawal defined by a reduction of at least 50% of the rate of urinary carboxy-THC"
"NCT05744128","PHASE2","TERMINATED","BUSINESS","0.6","BIOLOGICAL","OTHER","False","INDUSTRY",,"15.4","melanoma","Strategic decision","SUVs in tumor"
"NCT02495454","PHASE2","TERMINATED","EFFICACY","0.6","DRUG","RESPONSE_RATE","False","OTHER",,"18.9","cd20 positive diffuse large b-cell lymphoma","Primary objective not obtained after interim analysis","Complete Response Rate (CRR). Based a Central Independent Review Committee Considering Use the Conventional CT Scan Images."
"NCT06681766","PHASE1","TERMINATED","ENROLLMENT","0.6","DRUG","OTHER","False","INDUSTRY",,"4.7","friedreich ataxia","Review of Cohort 1 data facilitated direct enrollment into open label study and eliminate pause in study drug administration between PK study and open label study.","Number of AEs, TEAEs, related TEAEs, Grade 3/4 TEAEs, and SAEs"
"NCT00958022","PHASE1","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","OTHER",,"21","small cell lung cancer","Based on the tolerabilty challenges of the combination","Evaluation of Target Lesions"
"NCT00640029","NA","TERMINATED","ENROLLMENT","0.6","PROCEDURE","OTHER","False","OTHER",,"36","lumbar degenerative disc disease","Insuffisent recruitment","Patient satisfaction at one year. Oswestry questionnaire (lumbar pathology) or NDI questionnaire (cervical pathology), SF36 score and Visual Analog Scale (Pain"
"NCT00249431","PHASE2","TERMINATED","ENROLLMENT","0.6","DRUG","OTHER","False","OTHER",,"48","alcoholism","Inability to recruit patients.","Decreased gambling behavior; measured throughout study by the Clinical Global Impression Scale."
"NCT05452902","PHASE2","TERMINATED","BUSINESS","0.6","OTHER","OTHER","False","OTHER",,"32.2","chemotherapy-induced peripheral neuropathy","Out of time and study resources","CIPN-20 sensory subscale"
"NCT00967837","PHASE2","TERMINATED","EXTERNAL","0.6","PROCEDURE","OTHER","False","OTHER",,"80","wound healing","Administrative","To measure progress of wound healing in subjects that have failed conventional wound care healing treatments for 60 days"
"NCT02674945","NA","TERMINATED","ENROLLMENT","0.8","DEVICE","OTHER","False","OTHER",,"48","brain tumor","Low enrollment, unable to power adequately","Activity measured in steps"
"NCT01305239","NA","TERMINATED","UNKNOWN","0","DRUG","SAFETY","False","INDUSTRY",,"30.9","breast cancer","See termination reason in detailed description.","Percentage of Participants With Adverse Events (AEs) and Serious Adverse Events (SAEs)"
"NCT02971995","NA","TERMINATED","UNKNOWN","0","DEVICE","OTHER","False","OTHER",,"22","prostatic neoplasm","Difficulties encountered in enrolling patients","Number of image guided prostate biopsy in the zones detected by the TEP scan"
"NCT01244412","NA","TERMINATED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,"12","evaluate performance of new fundus camera","The PI wanted to make additional changes to the hand held camera therefore he terminated the study rather than continue with an outdated camera design.","Number of Participants Who Have an Acceptable Image (Image Score of 3 or Higher) of Their Eye With the Hand Held Camera"
"NCT00145665","PHASE1","TERMINATED","ENROLLMENT","0.6","PROCEDURE","OTHER","False","OTHER",,"95","colorectal neoplasms","no accrual achieved","correlation FLT-uptake in colorectal liver metastases and the histologically determined proliferation"
"NCT01096407","NA","TERMINATED","ENROLLMENT","0.8","OTHER","BIOMARKER","False","OTHER",,"12","arthralgia","slow accrual","Change in urinary PGE-M level after paclitaxel treatment"
"NCT03883607","PHASE2","TERMINATED","EFFICACY","0.8","DRUG","BIOMARKER","False","INDUSTRY",,"11.7","non alcoholic steatohepatitis","Due to lack of efficacy (but not due to safety) in a Phase 3 trial of elafibranor in adult participants with NASH and fibrosis, this study in pediatric NASH was prematurely terminated","Pharmacokinetics (PK): Maximum Observed Plasma Concentration (Cmax) of Elafibranor and Its Active Metabolite (GFT1007)"
"NCT02021331","NA","TERMINATED","ENROLLMENT","0.8","DEVICE","OTHER","False","OTHER",,"40","jaw, edentulous, partially","Low enrollment so sponsor stopped funding the study (did not renew)","Soft Tissue Diemensional Change"
"NCT03128931","NA","TERMINATED","BUSINESS","0.6","DEVICE","OTHER","False","INDUSTRY",,"23.2","anesthesia","Study was terminated as enrollment rate did not meet the requirement of the Sponsor.","Number of Participants For Whom the EEG Data Collection Was Completed"
"NCT07491731","NA","TERMINATED","UNKNOWN","0","DEVICE","OTHER","False","INDUSTRY",,"3.1","critical care, intensive care","Change in supply chain challenges and the need to manufacture the PICO A and safePICO A syringes, which the study was designed to validate, is no longer required.","In-use analyte stability in adult arterial and venous whole blood in PICO A and safePICO A for each parameter, measuring at five testing timepoints measured in minutes (t=0, t=10, t=20, t=30, t=45)."
"NCT04596995","PHASE3","TERMINATED","SAFETY","0.6","DRUG","SAFETY","False","INDUSTRY",,"23.5","primary immune thrombocytopenia","Strategic Business Decision; Not a safety decision","Percentage of Participants With Treatment-emergent Adverse Events (TEAEs)"
"NCT05105477","NA","TERMINATED","UNKNOWN","0","DEVICE","OTHER","False","INDUSTRY",,"12.9","moderate to high-risk noncardiac surgery","Halted prematurely; voluntarily discontinuation of trial as study specific protocol not followed during data collection","A Composite of 30-day Moderate-to-severe Perfusion Related Postoperative Complications."
"NCT04462757","PHASE2","TERMINATED","BUSINESS","0.8","DRUG","OTHER","False","OTHER",,"6.9","covid-19","Lack of patients in the trial population from which to recruit and lack of funding","Plasma IL-1Ra levels"
"NCT00742001","PHASE1","TERMINATED","EFFICACY","0.8","BIOLOGICAL","OTHER","False","INDUSTRY",,"3.2","healthy","An endpoint difference between 3 energies was not observed at interim analysis","Red Blood Cell (RBC) Recovery"
"NCT01360801","NA","TERMINATED","ENROLLMENT","0.6","OTHER","OTHER","False","OTHER",,"36.9","barrett's esophagus","enrollment moved very slowly which was not anticipated, and, funding issues","Accuracy of Agreement Between Imaging and Histology"
"NCT02084212","NA","TERMINATED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,"25.6","epiretinal membrane surgery",,"Change of visual acuity in ETDRS (Early Treatment Diabetic Retinopathy Study) scale"
"NCT05276830","PHASE2","TERMINATED","BUSINESS","0.6","DRUG","OTHER","False","INDUSTRY",,"1.7","agitation","Study was terminated for business reasons; not due to safety or efficacy concerns","Change in Positive and Negative Syndrome Scale- Excited Component (PEC) Total Score"
"NCT01092728","PHASE2","TERMINATED","ENROLLMENT","0.8","DRUG","OTHER","False","OTHER",,"41","melanoma","Slow accrual.","Biologic Response Evaluation of Tumors With and Without Resectable Tumors"
"NCT02150967","PHASE2","TERMINATED","EFFICACY","0.8","DRUG","RESPONSE_RATE","False","INDUSTRY",,"90.5","advanced cholangiocarcinoma","The study was terminated early due to limited efficacy in Cohorts 2 and 3 (exploratory endpoints). Termination was not due to concerns about safety and had no impact on the primary efficacy analysis (ie, results reported for Cohort 1).","Overall Response Rate (ORR) as Assessed by Blinded Independent Central Imaging Review (BICR)"
"NCT03566407","NA","TERMINATED","ENROLLMENT","0.8","PROCEDURE","BIOMARKER","False","INDUSTRY",,"10.8","crohn's disease","Sponsor decided to discontinue the study due to poor enrollment.","Assess disease status biomarkers against colonoscopy"
"NCT04703036","NA","TERMINATED","ENROLLMENT","0.6","OTHER","BIOMARKER","False","OTHER",,"26.6","covid19","Futility due to inability to recruit participants meeting entry criteria.","Change in Glutathione concentrations"
"NCT01040039","NA","TERMINATED","EXTERNAL","0.6","OTHER","OTHER","False","OTHER",,"22","hiv infections","Investigator left Rockefeller University","Numbers of HCV-specific gut mucosal B cells in HCV+HIV+, compared to HCV+HIV- subjects"
"NCT01571739","NA","TERMINATED","UNKNOWN","0","OTHER","OTHER","False","NIH",,"28.5","latent tuberculosis",,"To estimate the rate of PET plus CXR at baseline among all study participants."
"NCT06111339","PHASE2","TERMINATED","ENROLLMENT","0.8","DRUG","OTHER","False","OTHER",,"9.5","opioid use disorder","Low recruitment numbers and study funding will be closing shortly.","Lower Suicidal Ideation"
"NCT01277575","PHASE3","TERMINATED","ENROLLMENT","0.6","DEVICE","OTHER","False","OTHER",,"36","aphasia","recruitment efforts did not result in a sufficient number of patients","improvement of speaking"
"NCT02281812","NA","TERMINATED","SAFETY","0.6","PROCEDURE","OTHER","False","OTHER",,"46","breast cancer","Increased local adverse effect (breast inflamation and infection)","Intraoperative free margins (distance between the tumor and the margin in order to indicate if extensions are mandatory.)"
"NCT05368428","NA","TERMINATED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,"37","anatomic stage i breast cancer ajcc v8","PI Decision","Evaluate the Feasibility of Daily TENS by Measuring Participant Adherence to TENS for Two Weeks"
"NCT01198067","PHASE1","TERMINATED","ENROLLMENT","0.6","DRUG","SAFETY","False","OTHER",,"174.8","recurrent waldenstrom macroglobulinemia","\<75% participant accrual","Number of Patients Experiencing MTD"
"NCT05469867","NA","TERMINATED","BUSINESS","0.8","DEVICE","SAFETY","False","INDUSTRY",,"22.1","glaucoma eye","Sponsor decided to stop the trial due to a shift in strategic business priorities.","Safety Assessment"
"NCT00024167","PHASE3","TERMINATED","ENROLLMENT","0.8","DRUG","SURVIVAL","False","OTHER",,,"prostate cancer","Terminated due to slow accrual","Overall Survival From Randomization"
"NCT03879200","NA","TERMINATED","BUSINESS","0.8","OTHER","OTHER","False","OTHER",,"24.2","antenatal care","Limited time frame and financial resources. The anticipated increase of eligable migrant women did not occur during the period because of changes in migration policies.","Women's overall rating of antenatal care"
"NCT00336700","PHASE2","TERMINATED","UNKNOWN","0","DRUG","SURVIVAL","False","OTHER",,"65","pancreatic cancer","Study published November 2010 and no further work will be done","Recurrence Free Survival (RFS)"
"NCT05652907","PHASE2","TERMINATED","BUSINESS","0.6","DRUG","OTHER","False","INDUSTRY",,"4.1","mast cell activation syndrome","For business reasons and not for reasons related to safety or efficacy","Targeted Treatment Effect of 30% Decrease From Baseline to Day 28 in the Average Daily Pain Intensity"
"NCT05903807","PHASE2","TERMINATED","ENROLLMENT","0.8","DRUG","OTHER","False","OTHER",,"29.7","ovarian cancer","Early terminated due to low recruitment rate.","Diagnostic accuracy"
"NCT04578392","NA","TERMINATED","EXTERNAL","0.6","PROCEDURE","OTHER","False","OTHER",,"41.1","crohn disease","PI left Cleveland Clinic","Endoscopic recurrence based on Rutgeert scoring at the time of colonoscopy"
"NCT00498810","NA","TERMINATED","UNKNOWN","0","PROCEDURE","OTHER","False","OTHER",,"4","incisional hernia","patients had to be converted to the other study arm","recurrence rate"
"NCT02364713","PHASE2","TERMINATED","ENROLLMENT","0.6","BIOLOGICAL","SURVIVAL","False","OTHER",,"82.1","fallopian tube carcinosarcoma","poor accrual","Overall Survival"
"NCT01401660","NA","TERMINATED","EXTERNAL","0.6","OTHER","OTHER","False","INDUSTRY",,,"low back pain","Principal Investigator withdrew from the study.","Change from Baseline in Pain Visual Analog Scale"
"NCT02930460","NA","TERMINATED","UNKNOWN","0","OTHER","OTHER","False","INDUSTRY",,"27.9","obstructive sleep apnea",,"Compliance"
"NCT02806960","PHASE1","TERMINATED","UNKNOWN","0","DRUG","BIOMARKER","False","INDUSTRY",,"2","diabetes mellitus, type 1","Drug delivery was below target dose due to partial obstruction by aggregated particles.","Pharmacokinetics (PK): Area Under the Concentration Versus Time Curve From Time Zero to T (AUC[0-tlast]) of Baseline Adjusted Glucagon"
"NCT01833455","PHASE2","TERMINATED","ENROLLMENT","0.8","DRUG","OTHER","False","OTHER",,"39.9","ventricular premature complexes","Insufficient enrollment.","Change in Mean Arterial Pressure"
"NCT00578578","PHASE4","TERMINATED","ENROLLMENT","0.6","OTHER","OTHER","False","OTHER",,"23","coronary artery disease","CRP is no longer SOC - enrollment halted and will analyze available data.","hsCRP levels after 8 weeks of treatment with PUFA"
"NCT02510885","NA","TERMINATED","EXTERNAL","0.6","DEVICE","OTHER","False","OTHER",,"44.3","neovascular age-related macular degeneration","Terminated due to COVID-19","Number of Participants With Image Quality Sensitive Enough to Identify Specific New Vessel Morphology"
"NCT00496743","NA","TERMINATED","UNKNOWN","0","DEVICE","RESPONSE_RATE","False","OTHER",,"48","mycosis fungoides","The study was discontinued after the first 10 patients because of discouraging results.","Response rates"
"NCT04408443","NA","TERMINATED","ENROLLMENT","0.6","OTHER","OTHER","False","INDUSTRY",,"22.2","recurrent respiratory tract infections","No enrollment due COVID PANDEMIA","Change of the number of respiratory infection"
"NCT06095817","NA","TERMINATED","BUSINESS","0.8","OTHER","OTHER","False","OTHER",,"4.2","alcohol use disorder","Lack of funding to continue","Change in Heavy Episodic Drinking"
